,home,away,date_x,gh,ga,full_time,competition,home_ident,away_ident,home_country,away_country,home_code,away_code,home_continent,away_continent,continent,level,next_day,date_y,Price,Open,High,Low,Vol.,Change %
525,Chelsea FC,FC Schalke 04,2013-11-06,3,0,F,UEFA CL,Chelsea FC (England),FC Schalke 04 (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2013-11-07,2013-11-07,"6,697.22","6,741.69","6,779.18","6,679.99",641.43M,-0.66
526,Borussia Dortmund,Arsenal FC,2013-11-06,0,1,F,UEFA CL,Borussia Dortmund (Germany),Arsenal FC (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2013-11-07,2013-11-07,"6,697.22","6,741.69","6,779.18","6,679.99",641.43M,-0.66
527,FC Basel,Chelsea FC,2013-11-26,1,0,F,UEFA CL,FC Basel (Switzerland),Chelsea FC (England),switzerland,england,CH,ENG,Europe,Europe,Europe,international,2013-11-27,2013-11-27,"6,649.47","6,636.22","6,664.14","6,635.71",580.62M,0.2
528,Arsenal FC,Olympique Marseille,2013-11-26,2,0,F,UEFA CL,Arsenal FC (England),Olympique Marseille (France),england,france,ENG,FR,Europe,Europe,Europe,international,2013-11-27,2013-11-27,"6,649.47","6,636.22","6,664.14","6,635.71",580.62M,0.2
529,Bayer Leverkusen,Manchester United,2013-11-27,0,5,F,UEFA CL,Bayer Leverkusen (Germany),Manchester United (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2013-11-28,2013-11-28,"6,654.47","6,649.47","6,679.51","6,642.57",462.67M,0.08
530,Manchester City,Viktoria Plzen,2013-11-27,4,2,F,UEFA CL,Manchester City (England),Viktoria Plzen (Czech Republic),england,czech-republic,ENG,CZ,Europe,Europe,Europe,international,2013-11-28,2013-11-28,"6,654.47","6,649.47","6,679.51","6,642.57",462.67M,0.08
531,Manchester United,Shakhtar Donetsk,2013-12-10,1,0,F,UEFA CL,Manchester United (England),Shakhtar Donetsk (Ukraine),england,ukraine,ENG,UA,Europe,Europe,Europe,international,2013-12-11,2013-12-11,"6,507.72","6,523.31","6,555.57","6,507.72",524.48M,-0.24
532,Bayern Muenchen,Manchester City,2013-12-10,2,3,F,UEFA CL,Bayern Muenchen (Germany),Manchester City (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2013-12-11,2013-12-11,"6,507.72","6,523.31","6,555.57","6,507.72",524.48M,-0.24
533,Chelsea FC,Steaua Bucuresti,2013-12-11,1,0,F,UEFA CL,Chelsea FC (England),Steaua Bucuresti (Romania),england,romania,ENG,RO,Europe,Europe,Europe,international,2013-12-12,2013-12-12,"6,445.25","6,507.72","6,507.72","6,435.99",663.53M,-0.96
534,Ssc Napoli,Arsenal FC,2013-12-11,2,0,F,UEFA CL,Ssc Napoli (Italy),Arsenal FC (England),italy,england,IT,ENG,Europe,Europe,Europe,international,2013-12-12,2013-12-12,"6,445.25","6,507.72","6,507.72","6,435.99",663.53M,-0.96
535,Manchester City,FC Barcelona,2014-02-18,0,2,F,UEFA CL,Manchester City (England),FC Barcelona (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2014-02-19,2014-02-19,"6,796.71","6,796.43","6,810.48","6,759.86",793.95M,0.0
536,Arsenal FC,Bayern Muenchen,2014-02-19,0,2,F,UEFA CL,Arsenal FC (England),Bayern Muenchen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2014-02-20,2014-02-20,"6,812.99","6,796.71","6,812.99","6,732.03",742.46M,0.24
537,Olympiakos Piraeus,Manchester United,2014-02-25,2,0,F,UEFA CL,Olympiakos Piraeus (Greece),Manchester United (England),greece,england,GR,ENG,Europe,Europe,Europe,international,2014-02-26,2014-02-26,"6,799.15","6,830.50","6,834.09","6,785.28",739.00M,-0.46
538,Galatasaray,Chelsea FC,2014-02-26,1,1,F,UEFA CL,Galatasaray (Turkey),Chelsea FC (England),turkey,england,TR,ENG,Europe,Europe,Europe,international,2014-02-27,2014-02-27,"6,810.27","6,799.15","6,819.24","6,733.54",845.70M,0.16
539,Bayern Muenchen,Arsenal FC,2014-03-11,1,1,F,UEFA CL,Bayern Muenchen (Germany),Arsenal FC (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2014-03-12,2014-03-12,"6,620.90","6,685.52","6,685.52","6,598.36",891.94M,-0.97
540,FC Barcelona,Manchester City,2014-03-12,2,1,F,UEFA CL,FC Barcelona (Spain),Manchester City (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2014-03-13,2014-03-13,"6,553.78","6,620.90","6,631.38","6,552.46",894.84M,-1.01
541,Chelsea FC,Galatasaray,2014-03-18,2,0,F,UEFA CL,Chelsea FC (England),Galatasaray (Turkey),england,turkey,ENG,TR,Europe,Europe,Europe,international,2014-03-19,2014-03-19,"6,573.13","6,605.28","6,609.46","6,566.85",1.05B,-0.49
542,Manchester United,Olympiakos Piraeus,2014-03-19,3,0,F,UEFA CL,Manchester United (England),Olympiakos Piraeus (Greece),england,greece,ENG,GR,Europe,Europe,Europe,international,2014-03-20,2014-03-20,"6,542.44","6,573.13","6,573.13","6,492.62",795.07M,-0.47
543,Manchester United,Bayern Muenchen,2014-04-01,1,1,F,UEFA CL,Manchester United (England),Bayern Muenchen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2014-04-02,2014-04-02,"6,659.04","6,652.61","6,672.73","6,639.63",971.88M,0.1
544,Paris Saint Germain,Chelsea FC,2014-04-02,3,1,F,UEFA CL,Paris Saint Germain (France),Chelsea FC (England),france,england,FR,ENG,Europe,Europe,Europe,international,2014-04-03,2014-04-03,"6,649.14","6,659.04","6,680.78","6,638.52",670.68M,-0.15
545,Chelsea FC,Paris Saint Germain,2014-04-08,2,0,F,UEFA CL,Chelsea FC (England),Paris Saint Germain (France),england,france,ENG,FR,Europe,Europe,Europe,international,2014-04-09,2014-04-09,"6,635.61","6,590.69","6,654.05","6,590.41",758.99M,0.68
546,Bayern Muenchen,Manchester United,2014-04-09,3,1,F,UEFA CL,Bayern Muenchen (Germany),Manchester United (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2014-04-10,2014-04-10,"6,641.97","6,635.61","6,688.28","6,620.39",670.60M,0.1
547,Atletico Madrid,Chelsea FC,2014-04-22,0,0,F,UEFA CL,Atletico Madrid (Spain),Chelsea FC (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2014-04-23,2014-04-23,"6,674.74","6,681.76","6,694.82","6,661.42",637.85M,-0.11
548,Chelsea FC,Atletico Madrid,2014-04-30,1,3,F,UEFA CL,Chelsea FC (England),Atletico Madrid (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2014-05-01,2014-05-01,"6,808.87","6,780.03","6,811.64","6,773.69",648.19M,0.43
549,Besiktas,Arsenal FC,2014-08-19,0,0,F,UEFA CL,Besiktas (Turkey),Arsenal FC (England),turkey,england,TR,ENG,Europe,Europe,Europe,international,2014-08-20,2014-08-20,"6,755.48","6,779.31","6,781.23","6,739.76",466.21M,-0.35
550,Arsenal FC,Besiktas,2014-08-27,1,0,F,UEFA CL,Arsenal FC (England),Besiktas (Turkey),england,turkey,ENG,TR,Europe,Europe,Europe,international,2014-08-28,2014-08-28,"6,805.80","6,830.66","6,831.19","6,796.86",498.07M,-0.36
551,Liverpool FC,PFC Ludogorets Razgrad,2014-09-16,2,1,F,UEFA CL,Liverpool FC (England),PFC Ludogorets Razgrad (Bulgaria),england,bulgaria,ENG,BG,Europe,Europe,Europe,international,2014-09-17,2014-09-17,"6,780.90","6,792.24","6,816.89","6,780.90",596.03M,-0.17
552,Borussia Dortmund,Arsenal FC,2014-09-16,2,0,F,UEFA CL,Borussia Dortmund (Germany),Arsenal FC (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2014-09-17,2014-09-17,"6,780.90","6,792.24","6,816.89","6,780.90",596.03M,-0.17
553,Bayern Muenchen,Manchester City,2014-09-17,1,0,F,UEFA CL,Bayern Muenchen (Germany),Manchester City (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2014-09-18,2014-09-18,"6,819.29","6,780.90","6,822.60","6,769.58",644.48M,0.57
554,Chelsea FC,FC Schalke 04,2014-09-17,1,1,F,UEFA CL,Chelsea FC (England),FC Schalke 04 (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2014-09-18,2014-09-18,"6,819.29","6,780.90","6,822.60","6,769.58",644.48M,0.57
555,Manchester City,As Roma,2014-09-30,1,1,F,UEFA CL,Manchester City (England),As Roma (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,2014-10-01,2014-10-01,"6,557.52","6,622.72","6,622.81","6,539.73",789.71M,-0.98
556,Sporting CP,Chelsea FC,2014-09-30,0,1,F,UEFA CL,Sporting CP (Portugal),Chelsea FC (England),portugal,england,PT,ENG,Europe,Europe,Europe,international,2014-10-01,2014-10-01,"6,557.52","6,622.72","6,622.81","6,539.73",789.71M,-0.98
557,FC Basel,Liverpool FC,2014-10-01,1,0,F,UEFA CL,FC Basel (Switzerland),Liverpool FC (England),switzerland,england,CH,ENG,Europe,Europe,Europe,international,2014-10-02,2014-10-02,"6,446.39","6,557.52","6,557.67","6,446.39",805.72M,-1.69
558,Arsenal FC,Galatasaray,2014-10-01,4,1,F,UEFA CL,Arsenal FC (England),Galatasaray (Turkey),england,turkey,ENG,TR,Europe,Europe,Europe,international,2014-10-02,2014-10-02,"6,446.39","6,557.52","6,557.67","6,446.39",805.72M,-1.69
559,CSka Moskva,Manchester City,2014-10-21,2,2,F,UEFA CL,CSka Moskva (Russia),Manchester City (England),russia,england,RU,ENG,Europe,Europe,Europe,international,2014-10-22,2014-10-22,"6,399.73","6,372.33","6,401.51","6,341.39",725.61M,0.43
560,Chelsea FC,NK Maribor,2014-10-21,6,0,F,UEFA CL,Chelsea FC (England),NK Maribor (Slovenia),england,slovenia,ENG,SI,Europe,Europe,Europe,international,2014-10-22,2014-10-22,"6,399.73","6,372.33","6,401.51","6,341.39",725.61M,0.43
561,Liverpool FC,Real Madrid,2014-10-22,0,3,F,UEFA CL,Liverpool FC (England),Real Madrid (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2014-10-23,2014-10-23,"6,419.15","6,399.73","6,430.32","6,313.32",840.40M,0.3
562,RSC Anderlecht,Arsenal FC,2014-10-22,1,2,F,UEFA CL,RSC Anderlecht (Belgium),Arsenal FC (England),belgium,england,BE,ENG,Europe,Europe,Europe,international,2014-10-23,2014-10-23,"6,419.15","6,399.73","6,430.32","6,313.32",840.40M,0.3
563,Real Madrid,Liverpool FC,2014-11-04,1,0,F,UEFA CL,Real Madrid (Spain),Liverpool FC (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2014-11-05,2014-11-05,"6,539.14","6,453.97","6,539.14","6,453.97",769.26M,1.32
564,Arsenal FC,RSC Anderlecht,2014-11-04,3,3,F,UEFA CL,Arsenal FC (England),RSC Anderlecht (Belgium),england,belgium,ENG,BE,Europe,Europe,Europe,international,2014-11-05,2014-11-05,"6,539.14","6,453.97","6,539.14","6,453.97",769.26M,1.32
565,Manchester City,CSka Moskva,2014-11-05,1,2,F,UEFA CL,Manchester City (England),CSka Moskva (Russia),england,russia,ENG,RU,Europe,Europe,Europe,international,2014-11-06,2014-11-06,"6,551.15","6,539.14","6,580.21","6,503.81",799.91M,0.18
566,NK Maribor,Chelsea FC,2014-11-05,1,1,F,UEFA CL,NK Maribor (Slovenia),Chelsea FC (England),slovenia,england,SI,ENG,Europe,Europe,Europe,international,2014-11-06,2014-11-06,"6,551.15","6,539.14","6,580.21","6,503.81",799.91M,0.18
567,Manchester City,Bayern Muenchen,2014-11-25,3,2,F,UEFA CL,Manchester City (England),Bayern Muenchen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2014-11-26,2014-11-26,"6,729.17","6,731.14","6,765.01","6,718.53",586.89M,-0.03
568,FC Schalke 04,Chelsea FC,2014-11-25,0,5,F,UEFA CL,FC Schalke 04 (Germany),Chelsea FC (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2014-11-26,2014-11-26,"6,729.17","6,731.14","6,765.01","6,718.53",586.89M,-0.03
569,PFC Ludogorets Razgrad,Liverpool FC,2014-11-26,2,2,F,UEFA CL,PFC Ludogorets Razgrad (Bulgaria),Liverpool FC (England),bulgaria,england,BG,ENG,Europe,Europe,Europe,international,2014-11-27,2014-11-27,"6,723.42","6,729.17","6,749.91","6,713.76",517.21M,-0.09
570,Arsenal FC,Borussia Dortmund,2014-11-26,2,0,F,UEFA CL,Arsenal FC (England),Borussia Dortmund (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2014-11-27,2014-11-27,"6,723.42","6,729.17","6,749.91","6,713.76",517.21M,-0.09
571,Liverpool FC,FC Basel,2014-12-09,1,1,F,UEFA CL,Liverpool FC (England),FC Basel (Switzerland),england,switzerland,ENG,CH,Europe,Europe,Europe,international,2014-12-10,2014-12-10,"6,500.04","6,529.47","6,565.77","6,500.04",692.35M,-0.45
572,Galatasaray,Arsenal FC,2014-12-09,1,4,F,UEFA CL,Galatasaray (Turkey),Arsenal FC (England),turkey,england,TR,ENG,Europe,Europe,Europe,international,2014-12-10,2014-12-10,"6,500.04","6,529.47","6,565.77","6,500.04",692.35M,-0.45
573,As Roma,Manchester City,2014-12-10,0,2,F,UEFA CL,As Roma (Italy),Manchester City (England),italy,england,IT,ENG,Europe,Europe,Europe,international,2014-12-11,2014-12-11,"6,461.70","6,500.04","6,521.66","6,441.28",757.39M,-0.59
574,Chelsea FC,Sporting CP,2014-12-10,3,1,F,UEFA CL,Chelsea FC (England),Sporting CP (Portugal),england,portugal,ENG,PT,Europe,Europe,Europe,international,2014-12-11,2014-12-11,"6,461.70","6,500.04","6,521.66","6,441.28",757.39M,-0.59
575,Paris Saint Germain,Chelsea FC,2015-02-17,1,1,F,UEFA CL,Paris Saint Germain (France),Chelsea FC (England),france,england,FR,ENG,Europe,Europe,Europe,international,2015-02-18,2015-02-18,"6,898.08","6,898.13","6,921.32","6,876.30",698.36M,0.0
576,Manchester City,FC Barcelona,2015-02-24,1,2,F,UEFA CL,Manchester City (England),FC Barcelona (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2015-02-25,2015-02-25,"6,935.38","6,949.63","6,955.41","6,904.88",718.03M,-0.21
577,Arsenal FC,As Monaco,2015-02-25,1,3,F,UEFA CL,Arsenal FC (England),As Monaco (France),england,france,ENG,FR,Europe,Europe,Europe,international,2015-02-26,2015-02-26,"6,949.73","6,935.38","6,949.98","6,920.54",806.28M,0.21
578,Chelsea FC,Paris Saint Germain,2015-03-11,2,2,F,UEFA CL,Chelsea FC (England),Paris Saint Germain (France),england,france,ENG,FR,Europe,Europe,Europe,international,2015-03-12,2015-03-12,"6,761.07","6,721.51","6,799.84","6,721.51",872.09M,0.59
579,As Monaco,Arsenal FC,2015-03-17,0,2,F,UEFA CL,As Monaco (France),Arsenal FC (England),france,england,FR,ENG,Europe,Europe,Europe,international,2015-03-18,2015-03-18,"6,945.20","6,837.61","6,945.20","6,837.26",796.53M,1.57
580,FC Barcelona,Manchester City,2015-03-18,1,0,F,UEFA CL,FC Barcelona (Spain),Manchester City (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2015-03-19,2015-03-19,"6,962.32","6,945.20","6,982.79","6,929.73",834.20M,0.25
581,Manchester United,Club Brugge KV,2015-08-18,3,1,F,UEFA CL,Manchester United (England),Club Brugge KV (Belgium),england,belgium,ENG,BE,Europe,Europe,Europe,international,2015-08-19,2015-08-19,"6,403.45","6,526.29","6,526.52","6,403.45",721.08M,-1.88
582,Club Brugge KV,Manchester United,2015-08-26,0,4,F,UEFA CL,Club Brugge KV (Belgium),Manchester United (England),belgium,england,BE,ENG,Europe,Europe,Europe,international,2015-08-27,2015-08-27,"6,192.03","5,979.20","6,212.48","5,979.20",1.06B,3.56
583,PSV Eindhoven,Manchester United,2015-09-15,2,1,F,UEFA CL,PSV Eindhoven (Netherlands),Manchester United (England),netherlands,england,NL,ENG,Europe,Europe,Europe,international,2015-09-16,2015-09-16,"6,229.21","6,137.60","6,244.94","6,137.60",844.32M,1.49
584,Manchester City,Juventus,2015-09-15,1,2,F,UEFA CL,Manchester City (England),Juventus (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,2015-09-16,2015-09-16,"6,229.21","6,137.60","6,244.94","6,137.60",844.32M,1.49
585,Dinamo Zagreb,Arsenal FC,2015-09-16,2,1,F,UEFA CL,Dinamo Zagreb (Croatia),Arsenal FC (England),croatia,england,HR,ENG,Europe,Europe,Europe,international,2015-09-17,2015-09-17,"6,186.99","6,229.21","6,239.86","6,182.63",861.35M,-0.68
586,Chelsea FC,Maccabi Tel Aviv,2015-09-16,4,0,F,UEFA CL,Chelsea FC (England),Maccabi Tel Aviv (Israel),england,israel,ENG,IL,Europe,Europe,Europe,international,2015-09-17,2015-09-17,"6,186.99","6,229.21","6,239.86","6,182.63",861.35M,-0.68
587,Arsenal FC,Olympiakos Piraeus,2015-09-29,2,3,F,UEFA CL,Arsenal FC (England),Olympiakos Piraeus (Greece),england,greece,ENG,GR,Europe,Europe,Europe,international,2015-09-30,2015-09-30,"6,061.61","5,909.24","6,061.61","5,909.24",1.05B,2.58
588,FC Porto,Chelsea FC,2015-09-29,2,1,F,UEFA CL,FC Porto (Portugal),Chelsea FC (England),portugal,england,PT,ENG,Europe,Europe,Europe,international,2015-09-30,2015-09-30,"6,061.61","5,909.24","6,061.61","5,909.24",1.05B,2.58
589,Manchester United,Vfl Wolfsburg,2015-09-30,2,1,F,UEFA CL,Manchester United (England),Vfl Wolfsburg (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2015-10-01,2015-10-01,"6,072.47","6,061.61","6,172.78","6,053.26",873.58M,0.18
590,Bor Moenchengladbach,Manchester City,2015-09-30,1,2,F,UEFA CL,Bor Moenchengladbach (Germany),Manchester City (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2015-10-01,2015-10-01,"6,072.47","6,061.61","6,172.78","6,053.26",873.58M,0.18
591,Arsenal FC,Bayern Muenchen,2015-10-20,2,0,F,UEFA CL,Arsenal FC (England),Bayern Muenchen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2015-10-21,2015-10-21,"6,348.42","6,345.13","6,387.29","6,316.30",615.20M,0.05
592,Dinamo Kiev,Chelsea FC,2015-10-20,0,0,F,UEFA CL,Dinamo Kiev (Ukraine),Chelsea FC (England),ukraine,england,UA,ENG,Europe,Europe,Europe,international,2015-10-21,2015-10-21,"6,348.42","6,345.13","6,387.29","6,316.30",615.20M,0.05
593,CSka Moskva,Manchester United,2015-10-21,1,1,F,UEFA CL,CSka Moskva (Russia),Manchester United (England),russia,england,RU,ENG,Europe,Europe,Europe,international,2015-10-22,2015-10-22,"6,376.28","6,348.42","6,387.28","6,321.65",740.62M,0.44
594,Manchester City,Sevilla FC,2015-10-21,2,1,F,UEFA CL,Manchester City (England),Sevilla FC (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2015-10-22,2015-10-22,"6,376.28","6,348.42","6,387.28","6,321.65",740.62M,0.44
595,Manchester United,CSka Moskva,2015-11-03,1,0,F,UEFA CL,Manchester United (England),CSka Moskva (Russia),england,russia,ENG,RU,Europe,Europe,Europe,international,2015-11-04,2015-11-04,"6,412.88","6,383.61","6,459.46","6,383.04",782.76M,0.46
596,Sevilla FC,Manchester City,2015-11-03,1,3,F,UEFA CL,Sevilla FC (Spain),Manchester City (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2015-11-04,2015-11-04,"6,412.88","6,383.61","6,459.46","6,383.04",782.76M,0.46
597,Bayern Muenchen,Arsenal FC,2015-11-04,5,1,F,UEFA CL,Bayern Muenchen (Germany),Arsenal FC (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2015-11-05,2015-11-05,"6,364.90","6,412.88","6,421.81","6,358.12",722.04M,-0.75
598,Chelsea FC,Dinamo Kiev,2015-11-04,2,1,F,UEFA CL,Chelsea FC (England),Dinamo Kiev (Ukraine),england,ukraine,ENG,UA,Europe,Europe,Europe,international,2015-11-05,2015-11-05,"6,364.90","6,412.88","6,421.81","6,358.12",722.04M,-0.75
599,Arsenal FC,Dinamo Zagreb,2015-11-24,3,0,F,UEFA CL,Arsenal FC (England),Dinamo Zagreb (Croatia),england,croatia,ENG,HR,Europe,Europe,Europe,international,2015-11-25,2015-11-25,"6,337.64","6,277.23","6,348.05","6,277.23",694.08M,0.96
600,Maccabi Tel Aviv,Chelsea FC,2015-11-24,0,4,F,UEFA CL,Maccabi Tel Aviv (Israel),Chelsea FC (England),israel,england,IL,ENG,Europe,Europe,Europe,international,2015-11-25,2015-11-25,"6,337.64","6,277.23","6,348.05","6,277.23",694.08M,0.96
601,Manchester United,PSV Eindhoven,2015-11-25,0,0,F,UEFA CL,Manchester United (England),PSV Eindhoven (Netherlands),england,netherlands,ENG,NL,Europe,Europe,Europe,international,2015-11-26,2015-11-26,"6,393.13","6,337.64","6,395.33","6,333.92",467.83M,0.88
602,Juventus,Manchester City,2015-11-25,1,0,F,UEFA CL,Juventus (Italy),Manchester City (England),italy,england,IT,ENG,Europe,Europe,Europe,international,2015-11-26,2015-11-26,"6,393.13","6,337.64","6,395.33","6,333.92",467.83M,0.88
603,Vfl Wolfsburg,Manchester United,2015-12-08,3,2,F,UEFA CL,Vfl Wolfsburg (Germany),Manchester United (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2015-12-09,2015-12-09,"6,126.68","6,135.22","6,175.75","6,101.22",775.11M,-0.14
604,Manchester City,Bor Moenchengladbach,2015-12-08,4,2,F,UEFA CL,Manchester City (England),Bor Moenchengladbach (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2015-12-09,2015-12-09,"6,126.68","6,135.22","6,175.75","6,101.22",775.11M,-0.14
605,Olympiakos Piraeus,Arsenal FC,2015-12-09,0,3,F,UEFA CL,Olympiakos Piraeus (Greece),Arsenal FC (England),greece,england,GR,ENG,Europe,Europe,Europe,international,2015-12-10,2015-12-10,"6,088.05","6,126.68","6,127.09","6,079.96",864.01M,-0.63
606,Chelsea FC,FC Porto,2015-12-09,2,0,F,UEFA CL,Chelsea FC (England),FC Porto (Portugal),england,portugal,ENG,PT,Europe,Europe,Europe,international,2015-12-10,2015-12-10,"6,088.05","6,126.68","6,127.09","6,079.96",864.01M,-0.63
607,Paris Saint Germain,Chelsea FC,2016-02-16,2,1,F,UEFA CL,Paris Saint Germain (France),Chelsea FC (England),france,england,FR,ENG,Europe,Europe,Europe,international,2016-02-17,2016-02-17,"6,030.32","5,862.17","6,030.32","5,862.17",948.75M,2.87
608,Arsenal FC,FC Barcelona,2016-02-23,0,2,F,UEFA CL,Arsenal FC (England),FC Barcelona (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2016-02-24,2016-02-24,"5,867.18","5,962.31","5,966.73","5,845.55",834.68M,-1.6
609,Dinamo Kiev,Manchester City,2016-02-24,1,3,F,UEFA CL,Dinamo Kiev (Ukraine),Manchester City (England),ukraine,england,UA,ENG,Europe,Europe,Europe,international,2016-02-25,2016-02-25,"6,012.81","5,867.18","6,028.97","5,867.18",999.96M,2.48
610,Chelsea FC,Paris Saint Germain,2016-03-09,1,2,F,UEFA CL,Chelsea FC (England),Paris Saint Germain (France),england,france,ENG,FR,Europe,Europe,Europe,international,2016-03-10,2016-03-10,"6,036.70","6,146.32","6,203.40","6,036.70",1.06B,-1.78
611,Manchester City,Dinamo Kiev,2016-03-15,0,0,F,UEFA CL,Manchester City (England),Dinamo Kiev (Ukraine),england,ukraine,ENG,UA,Europe,Europe,Europe,international,2016-03-16,2016-03-16,"6,175.49","6,139.97","6,186.18","6,134.27",700.76M,0.58
612,FC Barcelona,Arsenal FC,2016-03-16,3,1,F,UEFA CL,FC Barcelona (Spain),Arsenal FC (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2016-03-17,2016-03-17,"6,201.12","6,175.49","6,220.02","6,125.70",832.61M,0.42
613,Paris Saint Germain,Manchester City,2016-04-06,2,2,F,UEFA CL,Paris Saint Germain (France),Manchester City (England),france,england,FR,ENG,Europe,Europe,Europe,international,2016-04-07,2016-04-07,"6,136.89","6,161.63","6,204.11","6,119.38",761.73M,-0.4
614,Manchester City,Paris Saint Germain,2016-04-12,1,0,F,UEFA CL,Manchester City (England),Paris Saint Germain (France),england,france,ENG,FR,Europe,Europe,Europe,international,2016-04-13,2016-04-13,"6,362.89","6,242.39","6,362.89","6,242.39",957.14M,1.93
615,Manchester City,Real Madrid,2016-04-26,0,0,F,UEFA CL,Manchester City (England),Real Madrid (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2016-04-27,2016-04-27,"6,319.91","6,284.52","6,319.91","6,255.20",822.36M,0.56
616,Real Madrid,Manchester City,2016-05-04,1,0,F,UEFA CL,Real Madrid (Spain),Manchester City (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2016-05-05,2016-05-05,"6,117.25","6,112.02","6,152.59","6,102.29",713.23M,0.09
617,Steaua Bucuresti,Manchester City,2016-08-16,0,5,F,UEFA CL,Steaua Bucuresti (Romania),Manchester City (England),romania,england,RO,ENG,Europe,Europe,Europe,international,2016-08-17,2016-08-17,"6,859.15","6,893.92","6,920.76","6,849.90",716.29M,-0.5
618,Manchester City,Steaua Bucuresti,2016-08-24,1,0,F,UEFA CL,Manchester City (England),Steaua Bucuresti (Romania),england,romania,ENG,RO,Europe,Europe,Europe,international,2016-08-25,2016-08-25,"6,816.90","6,835.78","6,836.22","6,779.15",657.67M,-0.28
619,Paris Saint Germain,Arsenal FC,2016-09-13,1,1,F,UEFA CL,Paris Saint Germain (France),Arsenal FC (England),france,england,FR,ENG,Europe,Europe,Europe,international,2016-09-14,2016-09-14,"6,673.31","6,665.63","6,720.29","6,665.63",695.11M,0.12
620,Manchester City,Bor Moenchengladbach,2016-09-14,4,0,F,UEFA CL,Manchester City (England),Bor Moenchengladbach (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2016-09-15,2016-09-15,"6,730.30","6,673.31","6,736.84","6,654.82",770.12M,0.85
621,Tottenham Hotspur,As Monaco,2016-09-14,1,2,F,UEFA CL,Tottenham Hotspur (England),As Monaco (France),england,france,ENG,FR,Europe,Europe,Europe,international,2016-09-15,2016-09-15,"6,730.30","6,673.31","6,736.84","6,654.82",770.12M,0.85
622,Club Brugge KV,Leicester City,2016-09-14,0,3,F,UEFA CL,Club Brugge KV (Belgium),Leicester City (England),belgium,england,BE,ENG,Europe,Europe,Europe,international,2016-09-15,2016-09-15,"6,730.30","6,673.31","6,736.84","6,654.82",770.12M,0.85
623,CSka Moskva,Tottenham Hotspur,2016-09-27,0,1,F,UEFA CL,CSka Moskva (Russia),Tottenham Hotspur (England),russia,england,RU,ENG,Europe,Europe,Europe,international,2016-09-28,2016-09-28,"6,849.38","6,807.67","6,878.21","6,807.67",758.30M,0.61
624,Leicester City,FC Porto,2016-09-27,1,0,F,UEFA CL,Leicester City (England),FC Porto (Portugal),england,portugal,ENG,PT,Europe,Europe,Europe,international,2016-09-28,2016-09-28,"6,849.38","6,807.67","6,878.21","6,807.67",758.30M,0.61
625,Arsenal FC,FC Basel,2016-09-28,2,0,F,UEFA CL,Arsenal FC (England),FC Basel (Switzerland),england,switzerland,ENG,CH,Europe,Europe,Europe,international,2016-09-29,2016-09-29,"6,919.42","6,849.38","6,941.09","6,849.38",859.07M,1.02
626,Celtic FC,Manchester City,2016-09-28,3,3,F,UEFA CL,Celtic FC (Scotland),Manchester City (England),scotland,england,SCO,ENG,Europe,Europe,Europe,international,2016-09-29,2016-09-29,"6,919.42","6,849.38","6,941.09","6,849.38",859.07M,1.02
